timestamp,price,volume,market_cap,date,price_diff,volume_diff,market_cap_diff
2024-09-11,57624.16178336144,29676093302.30697,1137928777838.5286,2024-09-11,1491.7570512728416,-329680143.38674927,28716224816.112793
2024-09-06,56132.404732088595,30005773445.693718,1109212553022.4158,2024-09-06,-8024.755881389603,7976619999.339355,-155749334976.56665
2024-08-25,64157.1606134782,22029153446.354362,1264961887998.9824,2024-08-25,5718.866870792794,4373125882.629341,108744682704.81812
2024-08-19,58438.293742685404,17656027563.72502,1156217205294.1643,2024-08-19,-992.4978917732442,5188590429.669201,-17053292137.006836
2024-08-18,59430.79163445865,12467437134.05582,1173270497431.1711,2024-08-18,1806.6747059367408,-21022814708.325806,36128660605.305664
2024-08-16,57624.11692852191,33490251842.381626,1137141836825.8655,2024-08-16,-7055.661718510608,2086570261.1875496,-138259636916.1853
2024-08-01,64679.778647032515,31403681581.194077,1275401473742.0508,2024-08-01,-2009.7701603170499,-5590929171.036339,-40745924601.66675
2024-07-20,66689.54880734957,36994610752.230415,1316147398343.7175,2024-07-20,2553.234963742696,3535159038.6369896,50130940336.36987
2024-07-18,64136.31384360687,33459451713.593426,1266016458007.3477,2024-07-18,,,
